Unnamed: 0,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query,Exact Match,Execution Accuracy
62,917,What is the lowest grade of students who do not have any friends?,network_1,extra,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),7,"SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)
SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)
SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)
SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)
SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)
SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)
SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes)",SELECT MIN(grade) FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend) AND id NOT IN (SELECT liked_id FROM likes),0,1.0
63,129,Which countries in europe have at least 3 car manufacturers?,car_1,extra,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,7,"SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3
SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3",SELECT countryname FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE continent = 'Europe' GROUP BY countryname HAVING COUNT(DISTINCT maker) >= 3,0,0.0
64,278,Which employee received the most awards in evaluations? Give me the employee name.,employee_hire_evaluation,extra,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,7,"SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1
SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1
SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1
SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1
SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1
SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1
SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1",SELECT e.name FROM employee e JOIN evaluation ev ON e.employee_id = ev.employee_id GROUP BY e.employee_id ORDER BY COUNT(ev.year_awarded) DESC LIMIT 1,0,1.0
65,34,"What are the names , themes , and number of singers for every concert ?",concert_singer,medium,"select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id",7,"SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id
SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id
SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id
SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id
SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id
SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id
SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id","SELECT c.concert_name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM concert c JOIN singer_in_concert sic ON c.concert_id = sic.concert_id JOIN singer s ON sic.singer_id = s.singer_id GROUP BY c.concert_id",0,1.0
66,887,Return the name of the high school student with the most friends.,network_1,extra,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,7,"SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1",SELECT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id GROUP BY hs.id ORDER BY COUNT(f.friend_id) DESC LIMIT 1,0,1.0
67,611,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",tvshow,medium,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";",7,"SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'
SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'
SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'
SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'
SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'
SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'
SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio'",SELECT cartoon.title  FROM cartoon  JOIN tv_series ON cartoon.channel = tv_series.channel  WHERE tv_series.series_name = 'Sky Radio',0,0.0
68,239,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,flight_2,extra,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",7,"SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'
SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'
SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'
SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'
SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'
SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'
SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG'",SELECT DISTINCT a.airline FROM airlines a JOIN flights f ON a.uid = f.airline WHERE f.sourceairport = 'CVO' AND f.sourceairport <> 'APG',0,1.0
69,426,What is the name of the visitor who visited both a museum opened before 2009 and a museum opened after 2011?,museum_visit,extra,SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  <  2009 INTERSECT SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  >  2011,7,"SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011
SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011
SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011
SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011
SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011
SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011
SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011",SELECT v.name FROM visitor v JOIN visit vi ON v.id = vi.visitor_id JOIN museum m ON vi.museum_id = m.museum_id WHERE m.open_year < 2009 AND m.open_year > 2011,0,0.0
70,402,What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,course_teach,hard,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",7,"SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC
SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC
SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC
SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC
SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC
SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC
SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC","SELECT t.name, c.course FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id ORDER BY t.name ASC",0,1.0
71,803,Return the names of the 3 most populated countries.,world_1,medium,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,7,"SELECT name FROM country ORDER BY population DESC LIMIT 3
SELECT name FROM country ORDER BY population DESC LIMIT 3
SELECT name FROM country ORDER BY population DESC LIMIT 3
SELECT name FROM country ORDER BY population DESC LIMIT 3
SELECT name FROM country ORDER BY population DESC LIMIT 3
SELECT name FROM country ORDER BY population DESC LIMIT 3
SELECT name FROM country ORDER BY population DESC LIMIT 3",SELECT name FROM country ORDER BY population DESC LIMIT 3,True,1.0
72,64,What are the ids of the students who do not own cats as pets?,pets_1,hard,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',7,"SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'
SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'
SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'
SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'
SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'
SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'
SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat'",SELECT DISTINCT s.stuid FROM students s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype != 'cat',0,0.0
73,89,"How many countries does each continent have? List the continent id, continent name and the number of countries.",car_1,medium,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;",7,"SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent
SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent
SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent
SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent
SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent
SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent
SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent","SELECT c.continent, COUNT(co.countryid) AS num_countries FROM continents c JOIN countries co ON c.contid = co.continent GROUP BY c.continent ORDER BY c.continent",0,0.0
